bytes_in,bytes_out,total_bytes,bytes_out_in_ratio,creation_time_dt,end_time_dt,src_ip,is_repeated_src_ip_flag,src_ip_country_code,event_time_dt,attack_hour
23680,33014,56694,1.394172297,2024-04-26 01:30:00,2024-04-26 01:40:00,136.226.67.101,1,US,2024-04-26 01:30:00,1
28388,13468,41856,0.474425814,2024-04-26 01:30:00,2024-04-26 01:40:00,165.225.212.255,1,CA,2024-04-26 01:30:00,1
43840,13960,57800,0.318430657,2024-04-26 01:30:00,2024-04-26 01:40:00,136.226.64.114,1,US,2024-04-26 01:30:00,1
1253276,46666,1299942,0.037235214,2024-04-26 01:30:00,2024-04-26 01:40:00,165.225.240.79,1,NL,2024-04-26 01:30:00,1
4080,11386,15466,2.790686275,2024-04-26 01:30:00,2024-04-26 01:40:00,94.188.248.74,1,IL,2024-04-26 01:30:00,1
3206,11038,14244,3.442919526,2024-04-26 01:30:00,2024-04-26 01:40:00,165.225.8.79,1,US,2024-04-26 01:30:00,1
14222,9362,23584,0.658275911,2024-04-26 01:30:00,2024-04-26 01:40:00,165.225.26.101,1,DE,2024-04-26 01:30:00,1
4808787,301495,5110282,0.062696684,2024-04-26 01:30:00,2024-04-26 01:40:00,155.91.45.242,1,US,2024-04-26 01:30:00,1
7294,13707,21001,1.879215794,2024-04-26 01:30:00,2024-04-26 01:40:00,165.225.209.4,1,CA,2024-04-26 01:30:00,1
5824,12018,17842,2.06353022,2024-04-26 01:40:00,2024-04-26 01:50:00,165.225.33.6,1,US,2024-04-26 01:40:00,1
5492,12046,17538,2.193372178,2024-04-26 01:40:00,2024-04-26 01:50:00,136.226.67.101,1,US,2024-04-26 01:40:00,1
28644,7330,35974,0.255900014,2024-04-26 01:40:00,2024-04-26 01:50:00,165.225.213.7,1,CA,2024-04-26 01:40:00,1
3206,11142,14348,3.475358702,2024-04-26 01:40:00,2024-04-26 01:50:00,165.225.8.79,1,US,2024-04-26 01:40:00,1
38780,18682,57462,0.481743167,2024-04-26 01:40:00,2024-04-26 01:50:00,136.226.77.103,1,CA,2024-04-26 01:40:00,1
4869181,301752,5170933,0.061971818,2024-04-26 01:40:00,2024-04-26 01:50:00,155.91.45.242,1,US,2024-04-26 01:40:00,1
6046,4544,10590,0.751571287,2024-04-26 01:40:00,2024-04-26 01:50:00,165.225.209.4,1,CA,2024-04-26 01:40:00,1
6584,11898,18482,1.807108141,2024-04-26 01:40:00,2024-04-26 01:50:00,147.161.131.1,1,AT,2024-04-26 01:40:00,1
7666,14346,22012,1.87138012,2024-04-26 01:40:00,2024-04-26 01:50:00,136.226.80.97,1,US,2024-04-26 01:40:00,1
5140,4294,9434,0.83540856,2024-04-26 01:50:00,2024-04-26 02:00:00,147.161.161.82,1,AE,2024-04-26 01:50:00,1
37105,49494,86599,1.333890311,2024-04-26 01:50:00,2024-04-26 02:00:00,136.226.67.101,1,US,2024-04-26 01:50:00,1
28896,7328,36224,0.253599114,2024-04-26 01:50:00,2024-04-26 02:00:00,165.225.213.7,1,CA,2024-04-26 01:50:00,1
8872,14760,23632,1.663660956,2024-04-26 01:50:00,2024-04-26 02:00:00,165.225.26.101,1,DE,2024-04-26 01:50:00,1
4755578,292284,5047862,0.061461299,2024-04-26 01:50:00,2024-04-26 02:00:00,155.91.45.242,1,US,2024-04-26 01:50:00,1
11358,24124,35482,2.123965487,2024-04-26 01:50:00,2024-04-26 02:00:00,165.225.209.4,1,CA,2024-04-26 01:50:00,1
4264,11882,16146,2.786585366,2024-04-26 01:50:00,2024-04-26 02:00:00,147.161.131.1,1,AT,2024-04-26 01:50:00,1
3966,3248,7214,0.81896117,2024-04-26 01:50:00,2024-04-26 02:00:00,136.226.80.97,1,US,2024-04-26 01:50:00,1
35666,39032,74698,1.094375596,2024-04-26 08:00:00,2024-04-26 08:10:00,136.226.67.101,1,US,2024-04-26 08:00:00,8
28540,7228,35768,0.253258584,2024-04-26 08:00:00,2024-04-26 08:10:00,165.225.213.7,1,CA,2024-04-26 08:00:00,8
44408,22446,66854,0.505449469,2024-04-26 08:00:00,2024-04-26 08:10:00,136.226.64.114,1,US,2024-04-26 08:00:00,8
8202,6068,14270,0.739819556,2024-04-26 08:00:00,2024-04-26 08:10:00,165.225.26.101,1,DE,2024-04-26 08:00:00,8
18201558,1170896,19372454,0.064329438,2024-04-26 08:00:00,2024-04-26 08:10:00,155.91.45.242,1,US,2024-04-26 08:00:00,8
23836,41493,65329,1.740770263,2024-04-26 08:00:00,2024-04-26 08:10:00,165.225.209.4,1,CA,2024-04-26 08:00:00,8
3862,2982,6844,0.772138788,2024-04-26 08:00:00,2024-04-26 08:10:00,136.226.80.97,1,US,2024-04-26 08:00:00,8
15978,28154,44132,1.762047816,2024-04-26 08:10:00,2024-04-26 08:20:00,136.226.67.101,1,US,2024-04-26 08:10:00,8
28042,4834,32876,0.172384281,2024-04-26 08:10:00,2024-04-26 08:20:00,165.225.212.255,1,CA,2024-04-26 08:10:00,8
3618,2648,6266,0.731896075,2024-04-26 08:10:00,2024-04-26 08:20:00,94.188.248.74,1,IL,2024-04-26 08:10:00,8
13546,17742,31288,1.309759339,2024-04-26 08:10:00,2024-04-26 08:20:00,165.225.26.101,1,DE,2024-04-26 08:10:00,8
18273120,1145109,19418229,0.06266631,2024-04-26 08:10:00,2024-04-26 08:20:00,155.91.45.242,1,US,2024-04-26 08:10:00,8
15094,10563,25657,0.699814496,2024-04-26 08:10:00,2024-04-26 08:20:00,165.225.209.4,1,CA,2024-04-26 08:10:00,8
5238,11674,16912,2.228713249,2024-04-26 08:10:00,2024-04-26 08:20:00,147.161.131.1,1,AT,2024-04-26 08:10:00,8
4480,11778,16258,2.629017857,2024-04-26 08:20:00,2024-04-26 08:30:00,147.161.161.82,1,AE,2024-04-26 08:20:00,8
30396,28830,59226,0.948480063,2024-04-26 08:20:00,2024-04-26 08:30:00,136.226.67.101,1,US,2024-04-26 08:20:00,8
28628,13570,42198,0.474011457,2024-04-26 08:20:00,2024-04-26 08:30:00,165.225.212.255,1,CA,2024-04-26 08:20:00,8
1360,436,1796,0.320588235,2024-04-26 08:20:00,2024-04-26 08:30:00,198.235.24.81,0,US,2024-04-26 08:20:00,8
3976,11282,15258,2.837525151,2024-04-26 08:20:00,2024-04-26 08:30:00,94.188.248.74,1,IL,2024-04-26 08:20:00,8
9440,23452,32892,2.484322034,2024-04-26 08:20:00,2024-04-26 08:30:00,165.225.26.101,1,DE,2024-04-26 08:20:00,8
18285525,1130944,19416469,0.06184914,2024-04-26 08:20:00,2024-04-26 08:30:00,155.91.45.242,1,US,2024-04-26 08:20:00,8
24200,41078,65278,1.697438017,2024-04-26 08:20:00,2024-04-26 08:30:00,165.225.209.4,1,CA,2024-04-26 08:20:00,8
5030,11570,16600,2.300198807,2024-04-26 08:20:00,2024-04-26 08:30:00,147.161.131.1,1,AT,2024-04-26 08:20:00,8
7204,5860,13064,0.813436979,2024-04-26 08:20:00,2024-04-26 08:30:00,136.226.80.97,1,US,2024-04-26 08:20:00,8
4168,11674,15842,2.800863724,2024-04-26 08:30:00,2024-04-26 08:40:00,147.161.161.82,1,AE,2024-04-26 08:30:00,8
37156,48239,85395,1.298282915,2024-04-26 08:30:00,2024-04-26 08:40:00,136.226.67.101,1,US,2024-04-26 08:30:00,8
27912,6080,33992,0.217827458,2024-04-26 08:30:00,2024-04-26 08:40:00,165.225.213.7,1,CA,2024-04-26 08:30:00,8
44390,22134,66524,0.498625817,2024-04-26 08:30:00,2024-04-26 08:40:00,136.226.64.114,1,US,2024-04-26 08:30:00,8
4686,11778,16464,2.513444302,2024-04-26 08:30:00,2024-04-26 08:40:00,136.226.77.103,1,CA,2024-04-26 08:30:00,8
18239056,1144663,19383719,0.062758895,2024-04-26 08:30:00,2024-04-26 08:40:00,155.91.45.242,1,US,2024-04-26 08:30:00,8
6806,13238,20044,1.945048487,2024-04-26 08:30:00,2024-04-26 08:40:00,165.225.209.4,1,CA,2024-04-26 08:30:00,8
10118,14760,24878,1.458786321,2024-04-26 08:30:00,2024-04-26 08:40:00,147.161.131.1,1,AT,2024-04-26 08:30:00,8
15016,11797,26813,0.785628663,2024-04-26 08:40:00,2024-04-26 08:50:00,136.226.67.101,1,US,2024-04-26 08:40:00,8
1996566,56644,2053210,0.028370713,2024-04-26 08:40:00,2024-04-26 08:50:00,165.225.240.79,1,NL,2024-04-26 08:40:00,8
10578,23450,34028,2.216865192,2024-04-26 08:40:00,2024-04-26 08:50:00,165.225.26.101,1,DE,2024-04-26 08:40:00,8
18125238,1121958,19247196,0.061900318,2024-04-26 08:40:00,2024-04-26 08:50:00,155.91.45.242,1,US,2024-04-26 08:40:00,8
18482,29508,47990,1.596580457,2024-04-26 08:40:00,2024-04-26 08:50:00,165.225.209.4,1,CA,2024-04-26 08:40:00,8
5238,11778,17016,2.248568156,2024-04-26 08:40:00,2024-04-26 08:50:00,147.161.131.1,1,AT,2024-04-26 08:40:00,8
4116,11570,15686,2.810981535,2024-04-26 08:40:00,2024-04-26 08:50:00,136.226.80.97,1,US,2024-04-26 08:40:00,8
4272,11778,16050,2.757022472,2024-04-26 08:50:00,2024-04-26 09:00:00,147.161.161.82,1,AE,2024-04-26 08:50:00,8
31166,25856,57022,0.829622024,2024-04-26 08:50:00,2024-04-26 09:00:00,165.225.33.6,1,US,2024-04-26 08:50:00,8
28830,27096,55926,0.939854318,2024-04-26 08:50:00,2024-04-26 09:00:00,136.226.67.101,1,US,2024-04-26 08:50:00,8
60122,12630,72752,0.210072852,2024-04-26 08:50:00,2024-04-26 09:00:00,136.226.64.114,1,US,2024-04-26 08:50:00,8
3678,11038,14716,3.001087548,2024-04-26 08:50:00,2024-04-26 09:00:00,165.225.240.79,1,NL,2024-04-26 08:50:00,8
36522,18578,55100,0.5086797,2024-04-26 08:50:00,2024-04-26 09:00:00,136.226.77.103,1,CA,2024-04-26 08:50:00,8
13232,17534,30766,1.325120919,2024-04-26 08:50:00,2024-04-26 09:00:00,165.225.26.101,1,DE,2024-04-26 08:50:00,8
18171403,1103358,19274761,0.060719472,2024-04-26 08:50:00,2024-04-26 09:00:00,155.91.45.242,1,US,2024-04-26 08:50:00,8
1147,5151,6298,4.490845684,2024-04-26 08:50:00,2024-04-26 09:00:00,65.49.1.69,1,US,2024-04-26 08:50:00,8
80,44,124,0.55,2024-04-26 08:50:00,2024-04-26 09:00:00,65.49.1.72,0,US,2024-04-26 08:50:00,8
790,444,1234,0.562025316,2024-04-26 08:50:00,2024-04-26 09:00:00,65.49.1.94,0,US,2024-04-26 08:50:00,8
5030,11674,16704,2.320874751,2024-04-26 08:50:00,2024-04-26 09:00:00,147.161.131.1,1,AT,2024-04-26 08:50:00,8
3638,3086,6724,0.848268279,2024-04-26 08:50:00,2024-04-26 09:00:00,136.226.80.97,1,US,2024-04-26 08:50:00,8
4704,11882,16586,2.525935374,2024-04-26 09:10:00,2024-04-26 09:20:00,147.161.161.82,1,AE,2024-04-26 09:10:00,9
16960,19458,36418,1.147287736,2024-04-26 09:10:00,2024-04-26 09:20:00,136.226.67.101,1,US,2024-04-26 09:10:00,9
29314,15444,44758,0.52684724,2024-04-26 09:10:00,2024-04-26 09:20:00,165.225.213.7,1,CA,2024-04-26 09:10:00,9
28244,17860,46104,0.632346693,2024-04-26 09:00:00,2024-04-26 09:10:00,165.225.33.6,1,US,2024-04-26 09:00:00,9
2007229,59926,2067155,0.029855089,2024-04-26 09:10:00,2024-04-26 09:20:00,165.225.240.79,1,NL,2024-04-26 09:10:00,9
18890,30568,49458,1.618210693,2024-04-26 09:00:00,2024-04-26 09:10:00,136.226.67.101,1,US,2024-04-26 09:00:00,9
27970,13366,41336,0.477869146,2024-04-26 09:00:00,2024-04-26 09:10:00,165.225.213.7,1,CA,2024-04-26 09:00:00,9
30596,14488,45084,0.473525951,2024-04-26 09:00:00,2024-04-26 09:10:00,136.226.64.114,1,US,2024-04-26 09:00:00,9
6488,4164,10652,0.641800247,2024-04-26 09:10:00,2024-04-26 09:20:00,136.226.77.103,1,CA,2024-04-26 09:10:00,9
9908,14656,24564,1.47920872,2024-04-26 09:10:00,2024-04-26 09:20:00,165.225.26.101,1,DE,2024-04-26 09:10:00,9
48614,25178,73792,0.51791665,2024-04-26 09:00:00,2024-04-26 09:10:00,136.226.77.103,1,CA,2024-04-26 09:00:00,9
7994,5754,13748,0.719789842,2024-04-26 09:00:00,2024-04-26 09:10:00,165.225.26.101,1,DE,2024-04-26 09:00:00,9
18119202,1132321,19251523,0.062492874,2024-04-26 09:10:00,2024-04-26 09:20:00,155.91.45.242,1,US,2024-04-26 09:10:00,9
3904,19282,23186,4.939036885,2024-04-26 09:00:00,2024-04-26 09:10:00,65.49.1.104,0,US,2024-04-26 09:00:00,9
5736,12114,17850,2.111924686,2024-04-26 09:10:00,2024-04-26 09:20:00,165.225.209.4,1,CA,2024-04-26 09:10:00,9
18187778,1142605,19330383,0.062822682,2024-04-26 09:00:00,2024-04-26 09:10:00,155.91.45.242,1,US,2024-04-26 09:00:00,9
5482,21034,26516,3.836920832,2024-04-26 09:00:00,2024-04-26 09:10:00,65.49.1.97,0,US,2024-04-26 09:00:00,9
1112,430,1542,0.386690647,2024-04-26 09:00:00,2024-04-26 09:10:00,65.49.1.99,0,US,2024-04-26 09:00:00,9
833,4490,5323,5.390156062,2024-04-26 09:00:00,2024-04-26 09:10:00,65.49.1.76,0,US,2024-04-26 09:00:00,9
1674,8980,10654,5.364396655,2024-04-26 09:00:00,2024-04-26 09:10:00,65.49.1.96,0,US,2024-04-26 09:00:00,9
1328,524,1852,0.394578313,2024-04-26 09:00:00,2024-04-26 09:10:00,65.49.1.95,0,US,2024-04-26 09:00:00,9
3534,2982,6516,0.843803056,2024-04-26 09:10:00,2024-04-26 09:20:00,136.226.80.97,1,US,2024-04-26 09:10:00,9
1628,8980,10608,5.515970516,2024-04-26 09:00:00,2024-04-26 09:10:00,65.49.1.74,0,US,2024-04-26 09:00:00,9
5518,12114,17632,2.195360638,2024-04-26 09:00:00,2024-04-26 09:10:00,165.225.209.4,1,CA,2024-04-26 09:00:00,9
3314,14998,18312,4.525648763,2024-04-26 09:00:00,2024-04-26 09:10:00,65.49.1.69,1,US,2024-04-26 09:00:00,9
5342,11674,17016,2.185323849,2024-04-26 09:00:00,2024-04-26 09:10:00,147.161.131.1,1,AT,2024-04-26 09:00:00,9
6486,4458,10944,0.687326549,2024-04-26 09:20:00,2024-04-26 09:30:00,147.161.161.82,1,AE,2024-04-26 09:20:00,9
24506,34772,59278,1.418917816,2024-04-26 09:20:00,2024-04-26 09:30:00,136.226.67.101,1,US,2024-04-26 09:20:00,9
1942449,49030,1991479,0.025241332,2024-04-26 09:20:00,2024-04-26 09:30:00,165.225.240.79,1,NL,2024-04-26 09:20:00,9
3976,11176,15152,2.810865191,2024-04-26 09:20:00,2024-04-26 09:30:00,94.188.248.74,1,IL,2024-04-26 09:20:00,9
10162,23142,33304,2.277307617,2024-04-26 09:20:00,2024-04-26 09:30:00,165.225.26.101,1,DE,2024-04-26 09:20:00,9
18231909,1116695,19348604,0.061249483,2024-04-26 09:20:00,2024-04-26 09:30:00,155.91.45.242,1,US,2024-04-26 09:20:00,9
22070,23511,45581,1.065292252,2024-04-26 09:20:00,2024-04-26 09:30:00,165.225.209.4,1,CA,2024-04-26 09:20:00,9
10222,15024,25246,1.469771082,2024-04-26 09:20:00,2024-04-26 09:30:00,147.161.131.1,1,AT,2024-04-26 09:20:00,9
4392,11674,16066,2.658014572,2024-04-26 09:30:00,2024-04-26 09:40:00,147.161.161.82,1,AE,2024-04-26 09:30:00,9
14150,26266,40416,1.856254417,2024-04-26 09:30:00,2024-04-26 09:40:00,136.226.67.101,1,US,2024-04-26 09:30:00,9
43550,13546,57096,0.311044776,2024-04-26 09:30:00,2024-04-26 09:40:00,136.226.64.114,1,US,2024-04-26 09:30:00,9
7474,14080,21554,1.883864062,2024-04-26 09:30:00,2024-04-26 09:40:00,94.188.248.74,1,IL,2024-04-26 09:30:00,9
1248666,38254,1286920,0.030635895,2024-04-26 09:30:00,2024-04-26 09:40:00,165.225.240.79,1,NL,2024-04-26 09:30:00,9
9908,14552,24460,1.468712152,2024-04-26 09:30:00,2024-04-26 09:40:00,165.225.26.101,1,DE,2024-04-26 09:30:00,9
24326941,1529035,25855976,0.062853566,2024-04-26 09:30:00,2024-04-26 09:40:00,155.91.45.242,1,US,2024-04-26 09:30:00,9
28062,52066,80128,1.855391633,2024-04-26 09:30:00,2024-04-26 09:40:00,165.225.209.4,1,CA,2024-04-26 09:30:00,9
8928,5548,14476,0.621415771,2024-04-26 09:30:00,2024-04-26 09:40:00,147.161.131.1,1,AT,2024-04-26 09:30:00,9
5348,4296,9644,0.80329095,2024-04-26 09:40:00,2024-04-26 09:50:00,147.161.161.82,1,AE,2024-04-26 09:40:00,9
8052,13298,21350,1.651515152,2024-04-26 09:40:00,2024-04-26 09:50:00,165.225.33.6,1,US,2024-04-26 09:40:00,9
38524,42218,80742,1.095888277,2024-04-26 09:40:00,2024-04-26 09:50:00,136.226.67.101,1,US,2024-04-26 09:40:00,9
28400,13364,41764,0.47056338,2024-04-26 09:40:00,2024-04-26 09:50:00,165.225.212.255,1,CA,2024-04-26 09:40:00,9
2021960,78684,2100644,0.038914716,2024-04-26 09:40:00,2024-04-26 09:50:00,165.225.240.79,1,NL,2024-04-26 09:40:00,9
7382,4370,11752,0.591980493,2024-04-26 09:40:00,2024-04-26 09:50:00,136.226.77.103,1,CA,2024-04-26 09:40:00,9
9232,23036,32268,2.495233969,2024-04-26 09:40:00,2024-04-26 09:50:00,165.225.26.101,1,DE,2024-04-26 09:40:00,9
25199191,1557598,26756789,0.061811429,2024-04-26 09:40:00,2024-04-26 09:50:00,155.91.45.242,1,US,2024-04-26 09:40:00,9
6216,13027,19243,2.095720721,2024-04-26 09:40:00,2024-04-26 09:50:00,165.225.209.4,1,CA,2024-04-26 09:40:00,9
3996,11674,15670,2.921421421,2024-04-26 09:40:00,2024-04-26 09:50:00,147.161.131.1,1,AT,2024-04-26 09:40:00,9
4324,11778,16102,2.72386679,2024-04-26 09:40:00,2024-04-26 09:50:00,136.226.80.97,1,US,2024-04-26 09:40:00,9
21752,22356,44108,1.027767562,2024-04-26 09:50:00,2024-04-26 10:00:00,136.226.67.101,1,US,2024-04-26 09:50:00,9
28988,15340,44328,0.52918449,2024-04-26 09:50:00,2024-04-26 10:00:00,165.225.213.7,1,CA,2024-04-26 09:50:00,9
30450,14276,44726,0.468834154,2024-04-26 09:50:00,2024-04-26 10:00:00,136.226.64.114,1,US,2024-04-26 09:50:00,9
3976,11178,15154,2.811368209,2024-04-26 09:50:00,2024-04-26 10:00:00,94.188.248.74,1,IL,2024-04-26 09:50:00,9
3782,11038,14820,2.918561608,2024-04-26 09:50:00,2024-04-26 10:00:00,165.225.240.79,1,NL,2024-04-26 09:50:00,9
40,264,304,6.6,2024-04-26 09:50:00,2024-04-26 10:00:00,192.241.205.18,0,US,2024-04-26 09:50:00,9
41336,13180,54516,0.318850397,2024-04-26 09:50:00,2024-04-26 10:00:00,136.226.77.103,1,CA,2024-04-26 09:50:00,9
3638,3190,6828,0.876855415,2024-04-26 09:50:00,2024-04-26 10:00:00,165.225.26.101,1,DE,2024-04-26 09:50:00,9
25207794,1561220,26769014,0.061934019,2024-04-26 09:50:00,2024-04-26 10:00:00,155.91.45.242,1,US,2024-04-26 09:50:00,9
5736,12114,17850,2.111924686,2024-04-26 09:50:00,2024-04-26 10:00:00,165.225.209.4,1,CA,2024-04-26 09:50:00,9
9032,5862,14894,0.649025686,2024-04-26 09:50:00,2024-04-26 10:00:00,147.161.131.1,1,AT,2024-04-26 09:50:00,9
